,Status,Paper.code,Paper.number,Screening.set,Extraction.set,Paper,Publication.year,Title,DOI,Species.latin,Family,Class,Phylum,Sex.exposed,Fertilisation.mode,Agricultural.importance,Lab.or.field,Animal.origin,Stressor.variation,Habitat,Country.of.origin,Continent.of.origin,Ocean.sea.of.origin,Exposure.duration,Life.stage.of.animal,Lowest.temp.below.10.C.,Constant.or.fluctuating.,Acclimated.,Effect.size.code,Experiment.code,Trait.category,Trait,Sex,Rearing.temperature,es,v,diff,reftemp,treattemp,warm.cool
2349,Good,TEMP793,719,13,6B,"Hoban, J.et al.",2016,"Effects of Temperature and Photoperiod on the Reproductive Biology and Diapause of Oobius agrili (Hymenoptera: Encyrtidae), an Egg Parasitoid of Emerald Ash Borer (Coleoptera: Buprestidae",10.1093/ee/nvw034,Oobius agrili,Encyrtidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Adult,No,Constant,Yes (< 4 days),TEMP793_5,TEMP793A,Reproduction,Lifetime egg number,Female,25,-0.28643859,0.077739182,10,20,30,Warm
2350,Good,TEMP793,719,13,6B,"Hoban, J.et al.",2016,"Effects of Temperature and Photoperiod on the Reproductive Biology and Diapause of Oobius agrili (Hymenoptera: Encyrtidae), an Egg Parasitoid of Emerald Ash Borer (Coleoptera: Buprestidae",10.1093/ee/nvw034,Oobius agrili,Encyrtidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Adult,No,Constant,Yes (< 4 days),TEMP793_6,TEMP793A,Reproduction,Lifetime egg number,Female,25,-0.053919699,0.076951996,10,20,30,Warm
1736,Good,TEMP800,724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS",10.1007/BF00345094,Gryllus bimaculatus,Gryllidae,Insecta,Arthropoda,Both,Internal,No,Lab,lab/commercial,Experimental,Terrestrial,Switzerland,Europe,NA,More than 5 days,Adult,Yes,Both,No,TEMP800_1,TEMP800A,Reproduction,egg number,Female,27,-2.320523261,0.22308047,-22,27,5,Cool
1738,Good,TEMP800,724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS",10.1007/BF00345094,Gryllus bimaculatus,Gryllidae,Insecta,Arthropoda,Both,Internal,No,Lab,lab/commercial,Experimental,Terrestrial,Switzerland,Europe,NA,More than 5 days,Adult,Yes,Both,No,TEMP800_1,TEMP800A,Reproduction,egg number,Female,27,-2.320523261,0.22308047,-17,27,10,Cool
1740,Good,TEMP800,724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS",10.1007/BF00345094,Gryllus bimaculatus,Gryllidae,Insecta,Arthropoda,Both,Internal,No,Lab,lab/commercial,Experimental,Terrestrial,Switzerland,Europe,NA,More than 5 days,Adult,Yes,Both,No,TEMP800_1,TEMP800A,Reproduction,egg number,Female,27,-2.320523261,0.22308047,-14,27,13,Cool
1742,Good,TEMP800,724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS",10.1007/BF00345094,Gryllus bimaculatus,Gryllidae,Insecta,Arthropoda,Both,Internal,No,Lab,lab/commercial,Experimental,Terrestrial,Switzerland,Europe,NA,More than 5 days,Adult,Yes,Both,No,TEMP800_1,TEMP800A,Reproduction,egg number,Female,27,-1.490998492,0.170384608,-7,27,20,Cool
1744,Good,TEMP800,724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS",10.1007/BF00345094,Gryllus bimaculatus,Gryllidae,Insecta,Arthropoda,Both,Internal,No,Lab,lab/commercial,Experimental,Terrestrial,Switzerland,Europe,NA,More than 5 days,Adult,Yes,Both,No,TEMP800_1,TEMP800A,Reproduction,egg number,Female,27,0,0,0,27,27,Reference
1747,Good,TEMP800,724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS",10.1007/BF00345094,Gryllus bimaculatus,Gryllidae,Insecta,Arthropoda,Both,Internal,No,Lab,lab/commercial,Experimental,Terrestrial,Switzerland,Europe,NA,More than 5 days,Adult,Yes,Both,No,TEMP800_1,TEMP800A,Reproduction,egg number,Female,27,0.25263991,0.134397115,7,27,34,Warm
1749,Good,TEMP800,724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS",10.1007/BF00345094,Gryllus bimaculatus,Gryllidae,Insecta,Arthropoda,Both,Internal,No,Lab,lab/commercial,Experimental,Terrestrial,Switzerland,Europe,NA,More than 5 days,Adult,Yes,Both,No,TEMP800_1,TEMP800A,Reproduction,egg number,Female,27,-1.555697528,0.173669913,11,27,38,Warm
1605,Good,TEMP812,732,13,6B,"Hosseini, S. L.; Poorjavad, N. m. n.",2020,"The biology and ecology of pine aphid,Eulachnus tuberculostemmatus(Hemiptera: Aphididae) and its demographic responses to environmental changes",10.1111/afe.12390,Eulachnus tuberculostemmatus,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP812_2,TEMP812A,Reproduction,Eggs per female,Parthenogenetic,NA,-2.83299928,0.100161781,-10,25,15,Cool
1607,Good,TEMP812,732,13,6B,"Hosseini, S. L.; Poorjavad, N. m. n.",2020,"The biology and ecology of pine aphid,Eulachnus tuberculostemmatus(Hemiptera: Aphididae) and its demographic responses to environmental changes",10.1111/afe.12390,Eulachnus tuberculostemmatus,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP812_2,TEMP812A,Reproduction,Eggs per female,Parthenogenetic,NA,-1.040614149,0.056767986,-5,25,20,Cool
1609,Good,TEMP812,732,13,6B,"Hosseini, S. L.; Poorjavad, N. m. n.",2020,"The biology and ecology of pine aphid,Eulachnus tuberculostemmatus(Hemiptera: Aphididae) and its demographic responses to environmental changes",10.1111/afe.12390,Eulachnus tuberculostemmatus,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP812_2,TEMP812A,Reproduction,Eggs per female,Parthenogenetic,NA,0,0,0,25,25,Reference
1611,Good,TEMP812,732,13,6B,"Hosseini, S. L.; Poorjavad, N. m. n.",2020,"The biology and ecology of pine aphid,Eulachnus tuberculostemmatus(Hemiptera: Aphididae) and its demographic responses to environmental changes",10.1111/afe.12390,Eulachnus tuberculostemmatus,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP812_2,TEMP812A,Reproduction,Eggs per female,Parthenogenetic,NA,-4.162456596,0.158287781,5,25,30,Warm
2299,Good,TEMP813,733,13,5,"Hou, Y. M.; Weng, Z. Q.",2010,Temperature-Dependent Development and Life Table Parameters of Octodonta nipae (Coleoptera: Chrysomelidae),10.1603/EN10015,Octodonta nipae,Chrysomelidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP813_4,TEMP813A,Reproduction,Lifetime egg number,Female,25,-0.886568344,0.12961443,-5,25,20,Cool
2302,Good,TEMP813,733,13,5,"Hou, Y. M.; Weng, Z. Q.",2010,Temperature-Dependent Development and Life Table Parameters of Octodonta nipae (Coleoptera: Chrysomelidae),10.1603/EN10015,Octodonta nipae,Chrysomelidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP813_4,TEMP813A,Reproduction,Lifetime egg number,Female,25,-0.40823579,0.149338034,-2.5,25,22.5,Cool
2305,Good,TEMP813,733,13,5,"Hou, Y. M.; Weng, Z. Q.",2010,Temperature-Dependent Development and Life Table Parameters of Octodonta nipae (Coleoptera: Chrysomelidae),10.1603/EN10015,Octodonta nipae,Chrysomelidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP813_4,TEMP813A,Reproduction,Lifetime egg number,Female,25,0,0,0,25,25,Reference
2308,Good,TEMP813,733,13,5,"Hou, Y. M.; Weng, Z. Q.",2010,Temperature-Dependent Development and Life Table Parameters of Octodonta nipae (Coleoptera: Chrysomelidae),10.1603/EN10015,Octodonta nipae,Chrysomelidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP813_4,TEMP813A,Reproduction,Lifetime egg number,Female,25,-0.742491284,0.12616281,2.5,25,27.5,Warm
2311,Good,TEMP813,733,13,5,"Hou, Y. M.; Weng, Z. Q.",2010,Temperature-Dependent Development and Life Table Parameters of Octodonta nipae (Coleoptera: Chrysomelidae),10.1603/EN10015,Octodonta nipae,Chrysomelidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP813_4,TEMP813A,Reproduction,Lifetime egg number,Female,25,-1.17573378,0.120897038,5,25,30,Warm
2907,Good,TEMP819,739,13,5,"Huang, J. H.et al.",2014,"Effect of temperature on development and reproduction of Proprioseiopsis asetus (Acari: Phytoseiidae) fed on asparagus thrips, Thrips tabaci",10.1007/s10493-014-9819-6,Proprioseiopsis asetus,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP819_1,TEMP819A,Reproduction,Lifetime egg number,Female,25,-1.360710879,0.081625311,-5,25,20,Cool
2909,Good,TEMP819,739,13,5,"Huang, J. H.et al.",2014,"Effect of temperature on development and reproduction of Proprioseiopsis asetus (Acari: Phytoseiidae) fed on asparagus thrips, Thrips tabaci",10.1007/s10493-014-9819-6,Proprioseiopsis asetus,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP819_1,TEMP819A,Reproduction,Lifetime egg number,Female,25,0,0,0,25,25,Reference
2911,Good,TEMP819,739,13,5,"Huang, J. H.et al.",2014,"Effect of temperature on development and reproduction of Proprioseiopsis asetus (Acari: Phytoseiidae) fed on asparagus thrips, Thrips tabaci",10.1007/s10493-014-9819-6,Proprioseiopsis asetus,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP819_1,TEMP819A,Reproduction,Lifetime egg number,Female,25,-0.426054645,0.073140533,5,25,30,Warm
2913,Good,TEMP819,739,13,5,"Huang, J. H.et al.",2014,"Effect of temperature on development and reproduction of Proprioseiopsis asetus (Acari: Phytoseiidae) fed on asparagus thrips, Thrips tabaci",10.1007/s10493-014-9819-6,Proprioseiopsis asetus,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP819_1,TEMP819A,Reproduction,Lifetime egg number,Female,25,-1.176809658,0.077800285,10,25,35,Warm
3210,Good,TEMP823,741,13,5,"Huang, L. L.et al.",2021,"Effects of temperature on life-history traits of the newly invasive fall armyworm, Spodoptera frugiperda in Southeast China",10.1002/ece3.7413,Spodoptera frugiperda,Noctuidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP823_2,TEMP823A,Reproduction,Total eggs per mated female,Female,26,-2.412987849,0.273833867,-6,25,19,Cool
3212,Good,TEMP823,741,13,5,"Huang, L. L.et al.",2021,"Effects of temperature on life-history traits of the newly invasive fall armyworm, Spodoptera frugiperda in Southeast China",10.1002/ece3.7413,Spodoptera frugiperda,Noctuidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP823_2,TEMP823A,Reproduction,Total eggs per mated female,Female,26,-0.318176963,0.081012366,-3,25,22,Cool
3216,Good,TEMP823,741,13,5,"Huang, L. L.et al.",2021,"Effects of temperature on life-history traits of the newly invasive fall armyworm, Spodoptera frugiperda in Southeast China",10.1002/ece3.7413,Spodoptera frugiperda,Noctuidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP823_2,TEMP823A,Reproduction,Total eggs per mated female,Female,26,0,0,0,25,25,Reference
3224,Good,TEMP823,741,13,5,"Huang, L. L.et al.",2021,"Effects of temperature on life-history traits of the newly invasive fall armyworm, Spodoptera frugiperda in Southeast China",10.1002/ece3.7413,Spodoptera frugiperda,Noctuidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP823_2,TEMP823A,Reproduction,Total eggs per mated female,Female,26,-0.981847385,0.091503649,3,25,28,Warm
3228,Good,TEMP823,741,13,5,"Huang, L. L.et al.",2021,"Effects of temperature on life-history traits of the newly invasive fall armyworm, Spodoptera frugiperda in Southeast China",10.1002/ece3.7413,Spodoptera frugiperda,Noctuidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP823_2,TEMP823A,Reproduction,Total eggs per mated female,Female,26,-0.59978486,0.085337502,6,25,31,Warm
668,Good,TEMP827,745,13,6B,"Huang, Z.et al.",2008,"Effects of temperature on development, survival, longevity, and fecundity of the Bemisia tabaci Gennadius (Homoptera : Aleyrodidae) predator, Axinoscymnus cardilobus (Coleoptera : Coccinellidae)",10.1016/j.biocontrol.2008.04.004,Axinoscymnus cardilobus,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP827_2,TEMP827A,Reproduction,Eggs per female,Female,NA,-0.084354221,0.133451927,-9,26,17,Cool
670,Good,TEMP827,745,13,6B,"Huang, Z.et al.",2008,"Effects of temperature on development, survival, longevity, and fecundity of the Bemisia tabaci Gennadius (Homoptera : Aleyrodidae) predator, Axinoscymnus cardilobus (Coleoptera : Coccinellidae)",10.1016/j.biocontrol.2008.04.004,Axinoscymnus cardilobus,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP827_2,TEMP827A,Reproduction,Eggs per female,Female,NA,0.414484336,0.136196621,-6,26,20,Cool
672,Good,TEMP827,745,13,6B,"Huang, Z.et al.",2008,"Effects of temperature on development, survival, longevity, and fecundity of the Bemisia tabaci Gennadius (Homoptera : Aleyrodidae) predator, Axinoscymnus cardilobus (Coleoptera : Coccinellidae)",10.1016/j.biocontrol.2008.04.004,Axinoscymnus cardilobus,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP827_2,TEMP827A,Reproduction,Eggs per female,Female,NA,0.62046521,0.139749618,-3,26,23,Cool
674,Good,TEMP827,745,13,6B,"Huang, Z.et al.",2008,"Effects of temperature on development, survival, longevity, and fecundity of the Bemisia tabaci Gennadius (Homoptera : Aleyrodidae) predator, Axinoscymnus cardilobus (Coleoptera : Coccinellidae)",10.1016/j.biocontrol.2008.04.004,Axinoscymnus cardilobus,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP827_2,TEMP827A,Reproduction,Eggs per female,Female,NA,0,0,0,26,26,Reference
676,Good,TEMP827,745,13,6B,"Huang, Z.et al.",2008,"Effects of temperature on development, survival, longevity, and fecundity of the Bemisia tabaci Gennadius (Homoptera : Aleyrodidae) predator, Axinoscymnus cardilobus (Coleoptera : Coccinellidae)",10.1016/j.biocontrol.2008.04.004,Axinoscymnus cardilobus,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP827_2,TEMP827A,Reproduction,Eggs per female,Female,NA,-0.434271137,0.136476524,3,26,29,Warm
678,Good,TEMP827,745,13,6B,"Huang, Z.et al.",2008,"Effects of temperature on development, survival, longevity, and fecundity of the Bemisia tabaci Gennadius (Homoptera : Aleyrodidae) predator, Axinoscymnus cardilobus (Coleoptera : Coccinellidae)",10.1016/j.biocontrol.2008.04.004,Axinoscymnus cardilobus,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP827_2,TEMP827A,Reproduction,Eggs per female,Female,NA,-1.208655672,0.157680809,6,26,32,Warm
2249,Good,TEMP844,759,14,7A,"Huyen, L. T.et al.",2017,"Life table parameters and development of Neoseiulus longispinosus (Acari: Phytoseiidae) reared on citrus red mite, Panonychus citri(Acari: Tetranychidae) at different temperatures",10.11158/saa.22.9.3,Neoseiulus longispinosus,Phytoseiidae,Arachnida,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,Vietnam,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP844_2,TEMP844A,Reproduction,Total fecundity (eggs),Female,NA,-2.795524505,0.119810282,-5,25,20,Cool
2251,Good,TEMP844,759,14,7A,"Huyen, L. T.et al.",2017,"Life table parameters and development of Neoseiulus longispinosus (Acari: Phytoseiidae) reared on citrus red mite, Panonychus citri(Acari: Tetranychidae) at different temperatures",10.11158/saa.22.9.3,Neoseiulus longispinosus,Phytoseiidae,Arachnida,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,Vietnam,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP844_2,TEMP844A,Reproduction,Total fecundity (eggs),Female,NA,0,0,0,25,25,Reference
2253,Good,TEMP844,759,14,7A,"Huyen, L. T.et al.",2017,"Life table parameters and development of Neoseiulus longispinosus (Acari: Phytoseiidae) reared on citrus red mite, Panonychus citri(Acari: Tetranychidae) at different temperatures",10.11158/saa.22.9.3,Neoseiulus longispinosus,Phytoseiidae,Arachnida,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,Vietnam,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP844_2,TEMP844A,Reproduction,Total fecundity (eggs),Female,NA,1.375247512,0.070839384,2.5,25,27.5,Warm
2255,Good,TEMP844,759,14,7A,"Huyen, L. T.et al.",2017,"Life table parameters and development of Neoseiulus longispinosus (Acari: Phytoseiidae) reared on citrus red mite, Panonychus citri(Acari: Tetranychidae) at different temperatures",10.11158/saa.22.9.3,Neoseiulus longispinosus,Phytoseiidae,Arachnida,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,Vietnam,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP844_2,TEMP844A,Reproduction,Total fecundity (eggs),Female,NA,-0.012946724,0.058082023,5,25,30,Warm
2257,Good,TEMP844,759,14,7A,"Huyen, L. T.et al.",2017,"Life table parameters and development of Neoseiulus longispinosus (Acari: Phytoseiidae) reared on citrus red mite, Panonychus citri(Acari: Tetranychidae) at different temperatures",10.11158/saa.22.9.3,Neoseiulus longispinosus,Phytoseiidae,Arachnida,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,Vietnam,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP844_2,TEMP844A,Reproduction,Total fecundity (eggs),Female,NA,-2.329104125,0.10170247,7.5,25,32.5,Warm
2056,Good,TEMP850,83,NA,25B,"Iftikhar et al, 2018",2018,Effect of Temperature on Demography and Predation Rate of Menochilus sexmaculatus (Coleoptera: Coccinellidae) Reared on Phenacoccus solenopsis (Hemiptera: Pseudococcidae,10.17582/journal.pjz/2018.50.5.1885.1893,Menochilus sexmaculatus,Coccinellidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Pakistan,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP850_1,TEMP850A,Reproduction,eggs per female,Female,32,4.566993703,0.209714662,-3,27,24,Cool
2058,Good,TEMP850,83,NA,25B,"Iftikhar et al, 2018",2018,Effect of Temperature on Demography and Predation Rate of Menochilus sexmaculatus (Coleoptera: Coccinellidae) Reared on Phenacoccus solenopsis (Hemiptera: Pseudococcidae,10.17582/journal.pjz/2018.50.5.1885.1893,Menochilus sexmaculatus,Coccinellidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Pakistan,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP850_1,TEMP850A,Reproduction,eggs per female,Female,32,0,0,0,27,27,Reference
3467,Good,TEMP860,766,14,6B,"Imamura, T.et al.",2004,Effect of temperature on development of Theocolax elegans (Westwood) (Hymenoptera : Pteromalidae) parasitizing larvae of the maize weevil Sitophilus zeamais (Coleoptera : Curculionidae) in brown rice,10.1303/aez.2004.497,Theocolax elegans,Pteromalidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP860_3,TEMP860B,Reproduction,Offspring per female,Female,30,1.62849825,0.231894741,-5,30,25,Cool
3470,Good,TEMP860,766,14,6B,"Imamura, T.et al.",2004,Effect of temperature on development of Theocolax elegans (Westwood) (Hymenoptera : Pteromalidae) parasitizing larvae of the maize weevil Sitophilus zeamais (Coleoptera : Curculionidae) in brown rice,10.1303/aez.2004.497,Theocolax elegans,Pteromalidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP860_3,TEMP860B,Reproduction,Offspring per female,Female,30,0,0,0,30,30,Reference
1613,Good,TEMP869,772,14,7A,"Iranipour, S.et al.",2010,"Life history parameters of the Sunn pest, Eurygaster integriceps, held at four constant temperatures",10.1673/031.010.10601,Eurygaster integriceps,Scutelleridae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP869_2,TEMP869A,Reproduction,Total fecundity (eggs),Female,NA,-0.560750365,0.138574016,-3,25,22,Cool
1615,Good,TEMP869,772,14,7A,"Iranipour, S.et al.",2010,"Life history parameters of the Sunn pest, Eurygaster integriceps, held at four constant temperatures",10.1673/031.010.10601,Eurygaster integriceps,Scutelleridae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP869_2,TEMP869A,Reproduction,Total fecundity (eggs),Female,NA,0,0,0,25,25,Reference
1617,Good,TEMP869,772,14,7A,"Iranipour, S.et al.",2010,"Life history parameters of the Sunn pest, Eurygaster integriceps, held at four constant temperatures",10.1673/031.010.10601,Eurygaster integriceps,Scutelleridae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP869_2,TEMP869A,Reproduction,Total fecundity (eggs),Female,NA,0.139527318,0.133657798,2,25,27,Warm
1619,Good,TEMP869,772,14,7A,"Iranipour, S.et al.",2010,"Life history parameters of the Sunn pest, Eurygaster integriceps, held at four constant temperatures",10.1673/031.010.10601,Eurygaster integriceps,Scutelleridae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP869_2,TEMP869A,Reproduction,Total fecundity (eggs),Female,NA,0.401020233,0.136013621,5,25,30,Warm
3393,Good,TEMP876,778,14,6B,"Ismail, M. S. M.et al.",2015,The acaricidal activity of some essential and fixed oils against the two-spotted spider mite in relation to different temperatures,10.1080/09670874.2015.1018378,Tetranychus urticae,Tetranychidae,Arachnida,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Mix,No,Constant,No,TEMP876_2,TEMP876A,Reproduction,Offspring per female within 4 days,Parthenogenetic,27,-2.115466735,0.051979998,-12,27,15,Cool
3418,Good,TEMP876,778,14,6B,"Ismail, M. S. M.et al.",2015,The acaricidal activity of some essential and fixed oils against the two-spotted spider mite in relation to different temperatures,10.1080/09670874.2015.1018378,Tetranychus urticae,Tetranychidae,Arachnida,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Mix,No,Constant,No,TEMP876_2,TEMP876A,Reproduction,Offspring per female within 4 days,Parthenogenetic,27,0,0,0,27,27,Reference
3441,Good,TEMP876,778,14,6B,"Ismail, M. S. M.et al.",2015,The acaricidal activity of some essential and fixed oils against the two-spotted spider mite in relation to different temperatures,10.1080/09670874.2015.1018378,Tetranychus urticae,Tetranychidae,Arachnida,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Mix,No,Constant,No,TEMP876_2,TEMP876A,Reproduction,Offspring per female within 4 days,Parthenogenetic,27,-1.451198208,0.042108234,8,27,35,Warm
1487,Good,TEMP878,780,14,24B,"Ismail, M.et al.",2017,"Interaction between temperature and water nutrient levels on the fitness of Eccritotarsus catarinensis (Hemiptera: Miridae), a biological control agent of water hyacinth",10.1016/j.biocontrol.2017.01.001,Eccritotarsus catarinensis,Miridae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP878_1,TEMP878A,Reproduction,Lifetime fecundity,Female,NA,0.620373975,0.065751847,-5,25,20,Cool
