species_latin,family,class,phylum,original_name,resolved_name,temporary_name,thermoregulation,mobility,reproductive_mode,fertilisation_mode,agricultural_importance,habitat1,habitat2
Propithecus_verreauxi,Indriidae,Mammalia,Chordata,Propithecus_verreauxi,propithecus_verreauxi,propithecus_verreauxi,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Proprioseiopsis_temperellus,Phytoseiidae,Arachnida,Arthropoda,Proprioseiopsis_temperellus,proprioseiopsis_temperellus,Proprioseiopsis_temperus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Propylea_dissecta,Coccinellidae,Insecta,Arthropoda,Propylea_dissecta,propylea_dissecta,propylea_dissecta,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Propylea_quatuordecimpunctata,Coccinellidae,Insecta,Arthropoda,Propylea_quatuordecimpunctata,propylea_quatuordecimpunctata,propylea_quatuordecimpunctata,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Psammechinus_miliaris,Parechinidae,Echinodermata,Echinodermata,Psammechinus_miliaris,psammechinus_miliaris,psammechinus_miliaris,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Psammoperca_waigiensis,Latidae,Actinopterygii,Chordata,Psammoperca_waigiensis,psammoperca_waigiensis,psammoperca_waigiensis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Pseudocalanus_elongatus,Clausocalanidae,Crustacea,Arthropoda,Pseudocalanus_elongatus,pseudocalanus_elongatus,pseudocalanus_elongatus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Pseudocalanus_mimus,Clausocalanidae,Crustacea,Arthropoda,Pseudocalanus_mimus,pseudocalanus_mimus,Pseudocalanus_minutus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Pseudocalanus_newmani,Clausocalanidae,Crustacea,Arthropoda,Pseudocalanus_newmani,pseudocalanus_newmani,pseudocalanus_newmani,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Pseudococcus_calceolariae,Pseudococcidae,Insecta,Arthropoda,Pseudococcus_calceolariae,pseudococcus_calceolariae,pseudococcus_calceolariae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Pseudococcus_comstocki,Pseudococcidae,Insecta,Arthropoda,Pseudococcus_comstocki,pseudococcus_comstocki,Pseudococcus_aberrans,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Pseudococcus_similans,Pseudococcidae,Insecta,Arthropoda,Pseudococcus_similans,pseudococcus_similans,pseudococcus_similans,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Pseudocyclops_umbraticus,Pseudocyclopidae ,Crustacea,Arthropoda,Pseudocyclops_umbraticus,pseudocyclops_umbraticus,pseudocyclops_umbraticus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Pseudocyclops_xiphophorus,Pseudocyclopidae ,Crustacea,Arthropoda,Pseudocyclops_xiphophorus,pseudocyclops_xiphophorus,pseudocyclops_xiphophorus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Pseudodiaptomus_annandalei,Pseudodiaptomidae,Crustacea,Arthropoda,Pseudodiaptomus_annandalei,pseudodiaptomus_annandalei,pseudodiaptomus_annandalei,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Pseudodiaptomus_dubia,Pseudodiaptomidae,Crustacea,Arthropoda,Pseudodiaptomus_dubia,pseudodiaptomus_dubia,Pseudodiaptomus_andamanensis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Pseudodiaptomus_incisus,Pseudodiaptomidae,Crustacea,Arthropoda,Pseudodiaptomus_incisus,pseudodiaptomus_incisus,Pseudodiaptomus_acutus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Pseudodiaptomus_pelagicus,Pseudodiaptomidae,Crustacea,Arthropoda,Pseudodiaptomus_pelagicus,pseudodiaptomus_pelagicus,Pseudodiaptomus_inopinus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Pseudogobio_esocinus,Cyprinidae,Actinopterygii,Chordata,Pseudogobio_esocinus,pseudogobio_esocinus,pseudogobio_esocinus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Pseudoplexaura_porosa,Plexauridae,Cnideria,Cnideria,Pseudoplexaura_porosa,pseudoplexaura_porosa,pseudoplexaura_porosa,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Pterohelaeus_alternatus,Tenebrionidae,Insecta,Arthropoda,Pterohelaeus_alternatus,pterohelaeus_alternatus,Eleodes_sulcipennis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Pterohelaeus_darlingensis,Tenebrionidae,Insecta,Arthropoda,Pterohelaeus_darlingensis,pterohelaeus_darlingensis,Eleodes_subnitens,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Ptychadena_mascareniensis,Bufonidae,Amphibia,Chordata,Ptychadena_mascareniensis,ptychadena_mascareniensis,ptychadena_mascareniensis,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Ptyonoprogne_rupestris,Hirundinidae,Aves,Chordata,Ptyonoprogne_rupestris,ptyonoprogne_rupestris,ptyonoprogne_rupestris,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Pycnoscelus_indicus,Blaberidae,Insecta,Arthropoda,Pycnoscelus_indicus,pycnoscelus_indicus,pycnoscelus_indicus,Ectotherm,Mobile,Parthenogenetic,NA,No,Terrestrial,Terrestrial
Pycnoscelus_surinamensis,Blaberidae,Insecta,Arthropoda,Pycnoscelus_surinamensis,pycnoscelus_surinamensis,pycnoscelus_surinamensis,Ectotherm,Mobile,Parthenogenetic,NA,No,Terrestrial,Terrestrial
Pyemotes_zhonghuajia,Pyemotidae,Arachnida,Arthropoda,Pyemotes_zhonghuajia,pyemotes_zhonghuajia,pyemotes_dryas,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Pygmephorus_lambi,Microdispidae,Arachnida,Arthropoda,Pygmephorus_lambi,pygmephorus_lambi,pygmephorus_lambi,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Quadrastichus_haitiensis,Eulophidae,Insecta,Arthropoda,Quadrastichus_haitiensis,quadrastichus_haitiensis,quadrastichus_haitiensis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Quadrula_cylindrica,Unionidae,Mollusca,Mollusca,Quadrula_cylindrica,quadrula_cylindrica,quadrula_cylindrica,Ectotherm,Sessile,Sexual,Internal,No,Aquatic,Freshwater
Quadrula_pustulosa,Unionidae,Mollusca,Mollusca,Quadrula_pustulosa,quadrula_pustulosa,quadrula_pustulosa,Ectotherm,Sessile,Sexual,Internal,No,Aquatic,Freshwater
Quadrula_quadrula,Unionidae,Mollusca,Mollusca,Quadrula_quadrula,quadrula_quadrula,quadrula_quadrula,Ectotherm,Sessile,Sexual,Internal,No,Aquatic,Freshwater
Radix_acuminata,Lymnaeidae,Mollusca,Mollusca,Radix_acuminata,radix_acuminata,radix_acuminata,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Ramulus_irregulariterdentatus,Phasmatidae,Insecta,Arthropoda,Ramulus_irregulariterdentatus,ramulus_irregulariterdentatus,ramulus_irregulariterdentatus,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Rana_dalmatina,Ranidae,Amphibia,Chordata,Rana_dalmatina,rana_dalmatina,rana_dalmatina,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Rana_luteiventris,Ranidae,Amphibia,Chordata,Rana_luteiventris,rana_luteiventris,rana_luteiventris,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Rana_sylvatica,Ranidae,Amphibia,Chordata,Rana_sylvatica,rana_sylvatica,rana_sylvatica,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Rattus_norvegicus,Muridae,Mammalia,Chordata,Rattus_norvegicus,rattus_norvegicus,rattus_norvegicus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Raviella_indica,Tenuipalpidae,Arachnida,Arthropoda,Raviella_indica,raviella_indica,Australopalpus_alphitoniae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Rhabdomys_pumilio,Muridae,Mammalia,Chordata,Rhabdomys_pumilio,rhabdomys_pumilio,rhabdomys_pumilio,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Rhinelepis_aspera,Loricariidae,Actinopterygii,Chordata,Rhinelepis_aspera,rhinelepis_aspera,rhinelepis_aspera,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Rhizoglyphus_robini,Acaridae,Arachnida,Arthropoda,Rhizoglyphus_robini,rhizoglyphus_robini,rhizoglyphus_robini,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Rhodnius_prolixus,Reduviidae,Insecta,Arthropoda,Rhodnius_prolixus,rhodnius_prolixus,rhodnius_prolixus,Ectotherm,Mobile,Sexual,Internal,Vector,Terrestrial,Terrestrial
Rhopalosiphum_maidis,Aphididae,Insecta,Arthropoda,Rhopalosiphum_maidis,rhopalosiphum_maidis,rhopalosiphum_maidis,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Rhopalosiphum_padi,Aphididae,Insecta,Arthropoda,Rhopalosiphum_padi,rhopalosiphum_padi,rhopalosiphum_padi,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Rhyncaphytoptus_ficifoliae,Diptilomiopidae,Arachnida,Arthropoda,Rhyncaphytoptus_ficifoliae,rhyncaphytoptus_ficifoliae,Rhyncaphytoptus_abiesis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Rhynchophorus_ferrugineus,Curculionidae,Insecta,Arthropoda,Rhynchophorus_ferrugineus,rhynchophorus_ferrugineus,Rhynchophorus_ferrugineus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Rhytisma_fulvum,Xeniidae,Cnideria,Cnideria,Rhytisma_fulvum,rhytisma_fulvum,rhytisma_fulvum,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Ribeiroia_ondatrae,Psilostomatidae,Platyhelminthes,Platyhelminthes,Ribeiroia_ondatrae,ribeiroia_ondatrae,ribeiroia_ondatrae,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Freshwater
Riptortus_pedestris,Alydidae,Insecta,Arthropoda,Riptortus_pedestris,riptortus_pedestris,riptortus_pedestris,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Rissa_tridactyla,Laridae,Aves,Chordata,Rissa_tridactyla,rissa_tridactyla,rissa_tridactyla,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Romaleon_setosum,Varunidae,Crustacea,Arthropoda,Romaleon_setosum,romaleon_setosum,romaleon_setosum,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Romanomermis_iyengari,Mermitidae,Nematoda,Nematoda,Romanomermis_iyengari,romanomermis_iyengari,romanomermis_iyengari,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Ruditapes_decussatus,Veneridae,Mollusca,Mollusca,Ruditapes_decussatus,ruditapes_decussatus,ruditapes_decussatus,Ectotherm,Sessile,Sexual,External,Food,Aquatic,Marine
Ruditapes_philippinarum,Veneridae,Mollusca,Mollusca,Ruditapes_philippinarum,ruditapes_philippinarum,ruditapes_philippinarum,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Saccharicoccus_sacchari, Pseudococcida,Insecta,Arthropoda,Saccharicoccus_sacchari,saccharicoccus_sacchari,saccharicoccus_sacchari,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Saccharosydne_procerus,Delphacidae,Insecta,Arthropoda,Saccharosydne_procerus,saccharosydne_procerus,saccharosydne_procerus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Saccostrea_glomerata,Ostreidae,Mollusca,Mollusca,Saccostrea_glomerata,saccostrea_glomerata,saccostrea_glomerata,Ectotherm,Sessile,Sexual,External,Food,Aquatic,Marine
Salmo_coruhensis,Salmonidae,Actinopterygii,Chordata,Salmo_coruhensis,salmo_coruhensis,salmo_coruhensis,Ectotherm,Mobile,Sexual,External,Farmed,Aquatic,Both
Salmo_salar,Salmonidae,Actinopterygii,Chordata,Salmo_salar,salmo_salar,salmo_salar,Ectotherm,Mobile,Sexual,External,Farmed,Aquatic,Both
Salmo_trutta,Salmonidae,Actinopterygii,Chordata,Salmo_trutta,salmo_trutta,salmo_trutta,Ectotherm,Mobile,Sexual,External,Farmed,Aquatic,Both
Salvelinus_alpinus,Salmonidae,Actinopterygii,Chordata,Salvelinus_alpinus,salvelinus_alpinus,salvelinus_alpinus,Ectotherm,Mobile,Sexual,External,Farmed,Aquatic,Both
Sancassania_polyphyllae,Acaridae,Arachnida,Arthropoda,Sancassania_polyphyllae,sancassania_polyphyllae,sancassania_polyphyllae,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sander_lucioperca,Percidae,Actinopterygii,Chordata,Sander_lucioperca,sander_lucioperca,sander_lucioperca,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Sarcophaga_crassipalpis,Sarcophagidae,Insecta,Arthropoda,Sarcophaga_crassipalpis,sarcophaga_crassipalpis,sarcophaga_crassipalpis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sarcophaga_misera,Sarcophagidae,Insecta,Arthropoda,Sarcophaga_misera,sarcophaga_misera,sarcophaga_misera,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Sardina_pilchardus,Clupeidae,Actinopterygii,Chordata,Sardina_pilchardus,sardina_pilchardus,sardina_pilchardus,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Marine
Sardinops_ocellatus,Clupeidae,Actinopterygii,Chordata,Sardinops_ocellatus,sardinops_ocellatus,Sardinops_caeruleus,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Marine
Saxicola_dacotiae,Muscicapidae,Aves,Chordata,Saxicola_dacotiae,saxicola_dacotiae,saxicola_dacotiae,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Scaphirhynchus_platorynchus,Acipenseridae,Actinopterygii,Chordata,Scaphirhynchus_platorynchus,scaphirhynchus_platorynchus,scaphirhynchus_platorynchus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Scapsipedus_icipe,Gryllidae,Insecta,Arthropoda,Scapsipedus_icipe,scapsipedus_icipe,scapsipedus_icipe,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Scathophaga_stercoraria,Scathophagidae,Insecta,Arthropoda,Scathophaga_stercoraria,scathophaga_stercoraria,scathophaga_stercoraria,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sceloporus_scalaris,Phrynosomatidae,Reptilia,Chordata,Sceloporus_scalaris,sceloporus_scalaris,sceloporus_scalaris,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sceloporus_spinosus,Tropiduridae,Reptilia,Chordata,Sceloporus_spinosus,sceloporus_spinosus,sceloporus_spinosus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sceloporus_virgatus,Phrynosomatidae,Reptilia,Chordata,Sceloporus_virgatus,sceloporus_virgatus,Sceloporus_consobrinus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Schistocerca_gregaria,Acrididae,Insecta,Arthropoda,Schistocerca_gregaria,schistocerca_gregaria,schistocerca_gregaria,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Schizaphis_graminum,Aphididae,Insecta,Arthropoda,Schizaphis_graminum,schizaphis_graminum,schizaphis_graminum,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Schizolachnus_pineti,Aphididae,Insecta,Arthropoda,Schizolachnus_pineti,schizolachnus_pineti,schizolachnus_pineti,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Sciara_ocellaris,Sciaridae,Insecta,Arthropoda,Sciara_ocellaris,sciara_ocellaris,sciara_ocellaris,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Scirpophaga_incertulas,Crambidae,Insecta,Arthropoda,Scirpophaga_incertulas,scirpophaga_incertulas,scirpophaga_incertulas,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Scirtothrips_dorsalis,Thripidae,Insecta,Arthropoda,Scirtothrips_dorsalis,scirtothrips_dorsalis,scirtothrips_dorsalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Scirtothrips_perseae,Thripidae,Insecta,Arthropoda,Scirtothrips_perseae,scirtothrips_perseae,scirtothrips_perseae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Sclerophrys_regularis,Bufonidae,Amphibia,Chordata,Sclerophrys_regularis,sclerophrys_regularis,sclerophrys_regularis,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Scolothrips_longicornis,Thripidae,Insecta,Arthropoda,Scolothrips_longicornis,scolothrips_longicornis,scolothrips_longicornis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Scolothrips_sexmaculatus,Thripidae,Insecta,Arthropoda,Scolothrips_sexmaculatus,scolothrips_sexmaculatus,scolothrips_sexmaculatus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Scolothrips_takahashii,Thripidae,Insecta,Arthropoda,Scolothrips_takahashii,scolothrips_takahashii,scolothrips_takahashii,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Scophthalmus_maximus,Scophthalmidae,Actinopterygii,Chordata,Scophthalmus_maximus,scophthalmus_maximus,scophthalmus_maximus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Scymnus_levaillanti,Coccinellidae,Insecta,Arthropoda,Scymnus_levaillanti,scymnus_levaillanti,scymnus_levaillanti,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Scymnus_subvillosus,Coccinellidae,Insecta,Arthropoda,Scymnus_subvillosus,scymnus_subvillosus,scymnus_subvillosus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Sebastes_rosaceus,Scorpaenidae,Actinopterygii,Chordata,Sebastes_rosaceus,sebastes_rosaceus,sebastes_rosaceus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Semicossyphus_pulcher,Labridae,Actinopterygii,Chordata,Semicossyphus_pulcher,semicossyphus_pulcher,semicossyphus_pulcher,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Sepedon_spinipes,Sciomyzidae,Insecta,Arthropoda,Sepedon_spinipes,sepedon_spinipes,sepedon_spinipes,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sepiella_maindroni,Sepiidae,Mollusca,Mollusca,Sepiella_maindroni,sepiella_maindroni,Sepiella_inermis,Ectotherm,Mobile,Sexual,Internal,Food,Aquatic,Marine
Sepsis_punctum,Sepsidae,Insecta,Arthropoda,Sepsis_punctum,sepsis_punctum,sepsis_punctum,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Serangium_japonicum,Coccinellidae,Insecta,Arthropoda,Serangium_japonicum,serangium_japonicum,serangium_japonicum,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Serangium_parcesetosum,Coccinellidae,Insecta,Arthropoda,Serangium_parcesetosum,serangium_parcesetosum,serangium_parcesetosum,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Sesamia_calamistis,Noctuidae,Insecta,Arthropoda,Sesamia_calamistis,sesamia_calamistis,sesamia_calamistis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Sesamia_nonagrioides,Noctuidae,Insecta,Arthropoda,Sesamia_nonagrioides,sesamia_nonagrioides,sesamia_nonagrioides,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Sialia_currucoides,Turdidae,Aves,Chordata,Sialia_currucoides,sialia_currucoides,sialia_currucoides,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sibine_fusca,Limacodidae,Insecta,Arthropoda,Sibine_fusca,sibine_fusca,sibine_fusca,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Sicalis_flaveola,Thraupidae,Aves,Chordata,Sicalis_flaveola,sicalis_flaveola,sicalis_flaveola,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Simocephalus_vetulus,Daphniidae,Crustacea,Arthropoda,Simocephalus_vetulus,simocephalus_vetulus,simocephalus_vetulus,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Singhiella_simplex,Aleyrodidae,Insecta,Arthropoda,Singhiella_simplex,singhiella_simplex,singhiella_simplex,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Sipha_flava,Aphididae,Insecta,Arthropoda,Sipha_flava,sipha_flava,sipha_flava,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Siphlonurus_typicus,Siphlonuridae,Insecta,Arthropoda,Siphlonurus_typicus,siphlonurus_typicus,siphlonurus_typicus,Ectotherm,Mobile,Sexual,Internal,No,Both,Freshwater
Siphoninus_phillyreae,Aleyrodidae,Insecta,Arthropoda,Siphoninus_phillyreae,siphoninus_phillyreae,siphoninus_phillyreae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Sitobion_avenae,Aphididae,Insecta,Arthropoda,Sitobion_avenae,sitobion_avenae,sitobion_avenae,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Sitophilus_oryzae,Curculionidae,Insecta,Arthropoda,Sitophilus_oryzae,sitophilus_oryzae,sitophilus_oryzae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Sitophilus_zeamais,Curculionidae,Insecta,Arthropoda,Sitophilus_zeamais,sitophilus_zeamais,Sitophilus_zeamais,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Sitotroga_cerealella,Gelechiidae,Insecta,Arthropoda,Sitotroga_cerealella,sitotroga_cerealella,sitotroga_cerealella,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Sogatella_furcifera,Delphacidae,Insecta,Arthropoda,Sogatella_furcifera,sogatella_furcifera,sogatella_furcifera,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Somateria_mollissima,Anatidae,Aves,Chordata,Somateria_mollissima,somateria_mollissima,somateria_mollissima,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Spalangia_cameroni,Spalangiidae,Insecta,Arthropoda,Spalangia_cameroni,spalangia_cameroni,spalangia_cameroni,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Spalangia_endius,Spalangiidae,Insecta,Arthropoda,Spalangia_endius,spalangia_endius,spalangia_endius,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sparus_aurata,Sparidae,Actinopterygii,Chordata,Sparus_aurata,sparus_aurata,sparus_aurata,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Spathius_agrili,Braconidae,Insecta,Arthropoda,Spathius_agrili,spathius_agrili,spathius_agrili,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Spathius_galinae,Braconidae,Insecta,Arthropoda,Spathius_galinae,spathius_galinae,spathius_galinae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Sphenomorphus_indicus,Scincidae,Reptilia,Chordata,Sphenomorphus_indicus,sphenomorphus_indicus,Larutia_seribuatensis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Spilosoma_lubricipedum,Erebidae,Insecta,Arthropoda,Spilosoma_lubricipedum,spilosoma_lubricipedum,spilosoma_lubricipedum,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Spisula_solidissima,Mactridae,Mollusca,Mollusca,Spisula_solidissima,spisula_solidissima,spisula_solidissima,Ectotherm,Sessile,Sexual,External,Food,Aquatic,Marine
Spizella_breweri,Passerellidae,Aves,Chordata,Spizella_breweri,spizella_breweri,spizella_breweri,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Spizella_pusilla,Passerellidae,Aves,Chordata,Spizella_pusilla,spizella_pusilla,spizella_pusilla,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Spodoptera_frugiperda,Noctuidae,Insecta,Arthropoda,Spodoptera_frugiperda,spodoptera_frugiperda,spodoptera_frugiperda,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Spodoptera_littoralis,Noctuidae,Insecta,Arthropoda,Spodoptera_littoralis,spodoptera_littoralis,spodoptera_littoralis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Spodoptera_litura,Noctuidae,Insecta,Arthropoda,Spodoptera_litura,spodoptera_litura,spodoptera_litura,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Stator_limbatus,Chrysomelidae,Insecta,Arthropoda,Stator_limbatus,stator_limbatus,stator_limbatus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Steinernema_anomali,Steinernematidae,Nematoda,Nematoda,Steinernema_anomali,steinernema_anomali,steinernema_anomali,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Stenoma_catenifer,Depressariidae,Insecta,Arthropoda,Stenoma_catenifer,stenoma_catenifer,stenoma_catenifer,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Stephanitis_pyri,Tingidae,Insecta,Arthropoda,Stephanitis_pyri,stephanitis_pyri,stephanitis_pyri,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Stercorarius_antarcticus,Stercorariidae,Aves,Chordata,Stercorarius_antarcticus,stercorarius_antarcticus,stercorarius_antarcticus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Stercorarius_maccormicki,Stercorariidae,Aves,Chordata,Stercorarius_maccormicki,stercorarius_maccormicki,stercorarius_maccormicki,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sterechinus_neumayeri,Echinidae,Echinodermata,Echinodermata,Sterechinus_neumayeri,sterechinus_neumayeri,sterechinus_neumayeri,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Sternotherus_odoratus,Kinosternidae,Reptilia,Chordata,Sternotherus_odoratus,sternotherus_odoratus,sternotherus_odoratus,Ectotherm,Mobile,Sexual,Internal,No,Both,Freshwater
Stethorus_gilvifrons,Coccinellidae,Insecta,Arthropoda,Stethorus_gilvifrons,stethorus_gilvifrons,stethorus_gilvifrons,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Stomoxys_calcitrans,Muscidae,Insecta,Arthropoda,Stomoxys_calcitrans,stomoxys_calcitrans,stomoxys_calcitrans,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
