Status,Paper code,Paper number,Screening set,Extraction set,Paper,Publication year,Title,DOI,Species latin,Family,Class,Phylum,Sex exposed,Fertilisation mode,Agricultural importance,Lab or field,Animal origin,Stressor variation,Habitat,Country of origin,Continent of origin,Ocean/sea of origin,Exposure duration,Life-stage of animal,Lowest temp below 10°C?,Constant or fluctuating?,Acclimated?,Effect size code,Experiment code,Trait category,Trait,Sex,Rearing temperature,No of temp treatments,Min temp,Max temp,Data location,Test,Statistic,Effect size direction,Total N (replicates),Total animals ,Temp1,N1,ani_1,Prop1,Mean1,SD1,Temp2,N2,ani_2,Prop2,Mean2,SD2,Temp3,N3,ani_3,Prop3,Mean3,SD3,Temp4,N4,ani_4,Prop4,Mean4,SD4,Temp5,N5,ani_5,Prop5,Mean5,SD5,Temp6,N6,ani_6,Prop6,Mean6,SD6,Temp7,N7,ani_7,Prop7,Mean7,SD7,Temp8,N8,ani_8,Prop8,Mean8,SD8,Temp9,N9,ani_9,Prop9,Mean9,SD9,Comment,ref_temp,ref_mean,ref_sd,ref_ani,ref_N,rearing?
Good,TEMP546,524,9,20B,"Ersin, F.et al.",2021,Development and life history parameters of Typhlodromus recki (Acari: Phytoseiidae) feeding on Tetranychus urticae (Acari: Tetranychidae) at different temperatures,10.11158/saa.26.2.12,Typhlodromus recki,Phytoseiidae,Arachnida,Arthropoda,Both sexes,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Turkey,Europe,NA,More than 5 days,Mix,No,Constant,No,TEMP546_2,TEMP546_A,Longevity,Longevity,Female,25,5,15,35,Table 2,NA,NA,NA,140,140,15,21,21,NA,59.5,4.92,20,29,29,NA,51.3,2.86,25,30,30,NA,29.4,1.74,30,27,27,NA,21.6,1.56,35,33,33,NA,13,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,29.4,1.74,30,30,Y
Good,TEMP552,49,NA,1A,"Evans et al, 2018",2018,Impact of short- and long-term heat stress on reproductive potential of Drosophila suzukii Matsumura (Diptera: Drosophilidae,10.1016/j.jtherbio.2018.09.011,Drosophila suzukii,Drosophilidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP552_1,TEMP552_A,Reproduction,total eggs,Female,24,4,24,33,Figure 1,NA,NA,NA,80,80,24,20,20,NA,8.82,1.8,27,20,20,NA,6.9,1.8,30,20,20,NA,3.6,2.23,33,20,20,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,8.82,1.8,20,20,Y
Good,TEMP552,49,NA,1A,"Evans et al, 2018",2018,Impact of short- and long-term heat stress on reproductive potential of Drosophila suzukii Matsumura (Diptera: Drosophilidae,10.1016/j.jtherbio.2018.09.011,Drosophila suzukii,Drosophilidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP552_2,TEMP552_A,Longevity,Longveity,Female,24,4,24,33,Figure 3,NA,NA,NA,80,80,24,20,20,NA,49.05,17.4,27,20,20,NA,46.64,16.1,30,20,20,NA,25.83,16.09,33,20,20,NA,2.62,13.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,49.05,17.4,20,20,Y
Good,TEMP555,550,9,4C,"Pandey, A. K.; Tripathi, C. P. M.",2008,"Effect of temperature on the development, fecundity, progeny sex ratio and life-table of Campoletis chlorideae, an endolarval parasitoid of the pod borer, Helicoverpa armigera",10.1007/s10526-007-9083-3,Campoletis chlorideae,Ichneumonidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,India,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP555_1,TEMP555A,Longevity,Longevity,Female,22,6,12,37,Table 1,NA,NA,NA,90,90,12,15,15,NA,17.2,3.6,17,15,15,NA,14.7,2.8,22,15,15,NA,11.6,2.9,27,15,15,NA,8.7,2.4,32,15,15,NA,5.3,1.5,37,15,15,NA,3.3,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,11.6,2.9,15,15,Y
Good,TEMP555,550,9,4C,"Pandey, A. K.; Tripathi, C. P. M.",2008,"Effect of temperature on the development, fecundity, progeny sex ratio and life-table of Campoletis chlorideae, an endolarval parasitoid of the pod borer, Helicoverpa armigera",10.1007/s10526-007-9083-3,Campoletis chlorideae,Ichneumonidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,India,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP555_2,TEMP555A,Reproduction,Number of offspring,Female,22,6,12,37,Table 2,NA,NA,NA,90,90,12,15,15,NA,35.6,3.5,17,15,15,NA,68.2,5.9,22,15,15,NA,137.3,14.7,27,15,15,NA,104.6,8.6,32,15,15,NA,62.2,7.7,37,15,15,NA,18.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,137.3,14.7,15,15,Y
Good,TEMP559,531,9,C,"Fand, B. B. et al.",2014,"A temperature-based phenology model for predicting development, survival and population growth potential of the mealybug, Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)",10.1016/j.cropro.2013.10.020,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP559_1,TEMP559_A,Longevity,Longevity days,Female,27,6,15,40,Table 1,NA,NA,NA,30,30,15,5,5,NA,50.5,1.31,20,5,5,NA,44.4,1.14,25,5,5,NA,29.5,0.89,30,5,5,NA,30.8,0.78,35,5,5,NA,23.8,0.42,40,5,5,NA,18.4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,29.5,0.89,5,5,Y
Good,TEMP559,531,9,C,"Fand, B. B. et al.",2014,"A temperature-based phenology model for predicting development, survival and population growth potential of the mealybug, Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)",10.1016/j.cropro.2013.10.020,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP559_2,TEMP559_A,Longevity,Longevity days,Male,27,6,15,40,Table 1,NA,NA,NA,30,30,15,5,5,NA,3.8,0.13,20,5,5,NA,2.9,0.11,25,5,5,NA,2.7,0.11,30,5,5,NA,1.8,0.09,35,5,5,NA,1.8,0.22,40,5,5,NA,1.4,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2.7,0.11,5,5,Y
Good,TEMP559,531,9,C,"Fand, B. B. et al.",2014,"A temperature-based phenology model for predicting development, survival and population growth potential of the mealybug, Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)",10.1016/j.cropro.2013.10.020,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP559_3,TEMP559_A,Reproduction,eggs per female,Female,27,6,15,40,Figure 4,NA,NA,NA,30,30,15,5,5,NA,14,3.39,20,5,5,NA,67,4,25,5,5,NA,108.9,6.1,30,5,5,NA,107.5,7.04,35,5,5,NA,58.4,5.61,40,5,5,NA,9,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,108.9,6.1,5,5,Y
Good,TEMP56,135,1,NA,"ALVERSON, D.; ALLEN, R. m. o.",1992,"BIONOMICS OF THE CRAPEMYRTLE APHID (HOMOPTERA, APHIDIDAE",10.18474/0749-8004-27.4.445,Tinocallis kahawaluokalani,Aphididae,Insect,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,more than 5 days,mix,No,constant,no,TEMP56_1,TEMP56_A,Reproduction,fecundity,Female,NA,3,18,32,Table 2,NA,NA,NA,174,174,18,58,58,NA,53.6,28.17836049,26,60,60,NA,77.1,41.05362347,32,56,56,NA,18.4,17.51627814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natches,26,77.1,41.05362347,60,60,N
Good,TEMP56,135,1,NA,"ALVERSON, D.; ALLEN, R. m. o.",1992,"BIONOMICS OF THE CRAPEMYRTLE APHID (HOMOPTERA, APHIDIDAE",10.18474/0749-8004-27.4.445,Tinocallis kahawaluokalani,Aphididae,Insect,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,more than 5 days,mix,No,constant,no,TEMP56_2,TEMP56_A,Longevity,longevity,Female,NA,3,18,32,Table 2,NA,NA,NA,174,174,18,58,58,NA,23.5,9.138927727,26,60,60,NA,19.1,12.39354671,32,56,56,NA,7.5,6.092618485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natchez,26,19.1,12.39354671,60,60,N
Good,TEMP56,135,1,NA,"ALVERSON, D.; ALLEN, R. m. o.",1992,"BIONOMICS OF THE CRAPEMYRTLE APHID (HOMOPTERA, APHIDIDAE",10.18474/0749-8004-27.4.445,Tinocallis kahawaluokalani,Aphididae,Insect,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,more than 5 days,mix,No,constant,no,TEMP56_3,TEMP56_A,Reproduction,fecundity,Female,NA,3,18,32,Table 2,NA,NA,NA,174,174,18,58,58,NA,56.3,44.17148401,26,60,60,NA,60.9,41.82822014,32,56,56,NA,27.4,15.99312352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caroline beauty,26,60.9,41.82822014,60,60,N
Good,TEMP56,135,1,NA,"ALVERSON, D.; ALLEN, R. m. o.",1992,"BIONOMICS OF THE CRAPEMYRTLE APHID (HOMOPTERA, APHIDIDAE",10.18474/0749-8004-27.4.445,Tinocallis kahawaluokalani,Aphididae,Insect,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,more than 5 days,mix,No,constant,no,TEMP56_4,TEMP56_A,Longevity,longevity,Female,NA,3,18,32,Table 2,NA,NA,NA,174,174,18,58,58,NA,16.9,9.900505038,26,60,60,NA,12.8,6.196773354,32,56,56,NA,7.6,3.807886553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caroline beauty,26,12.8,6.196773354,60,60,N
Good,TEMP562,533,9,20B,"Favero, K.et al.",2015,Reproduction of Tetrastichus howardi (Hymenoptera: Eulophidae) in Diatraea saccharalis (Lepidoptera: Crambidae) pupae at different temperatures,NA,Tetrastichus howardi,Eulophidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP562_5,TEMP562_A,Longevity,Longevity,Female,25,6,16,31,"Fig 1, text",NA,NA,NA,180,180,16,30,30,NA,28.8,2.5,19,30,30,NA,25,2.3,22,30,30,NA,24.3,4.3,25,30,30,NA,10.8,11.7,28,30,30,NA,10.2,8.7,31,30,30,NA,2.1,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10.8,11.7,30,30,Y
Good,TEMP562,533,9,20B,"Favero, K.et al.",2015,Reproduction of Tetrastichus howardi (Hymenoptera: Eulophidae) in Diatraea saccharalis (Lepidoptera: Crambidae) pupae at different temperatures,NA,Tetrastichus howardi,Eulophidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP562_6,TEMP562_A,Reproduction,Total fecundity,Female,25,6,16,31,"Fig 1, text",NA,NA,NA,180,180,16,30,30,NA,135.3,0.7,19,30,30,NA,153.8,0.9,22,30,30,NA,150.5,1.3,25,30,30,NA,164.7,1.4,28,30,30,NA,129.3,1,31,30,30,NA,76.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,164.7,1.4,30,30,Y
Good,TEMP573,540,9,C,"Ferraz, J. C. B.et al.",2021,Temperature-dependent development and reproduction of Oligonychus punicae (Acari: Tetranychidae) on Eucalyptus,10.11158/saa.26.5.7,Oligonychus punicae,Tetranychidae,Arachnida,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,Brazil,South America,NA,More than 5 days,Adult,No,Constant,No,TEMP573_1,TEMP573_A,Reproduction,eggs per female,Female,25,4,21,33,Table 2,NA,NA,NA,182,182,21,49,49,NA,51.43,21,25,40,40,NA,44.75,22.89,29,47,47,NA,24.25,7.198,33,46,46,NA,11.57,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,44.75,22.89,40,40,Y
Good,TEMP573,540,9,C,"Ferraz, J. C. B.et al.",2021,Temperature-dependent development and reproduction of Oligonychus punicae (Acari: Tetranychidae) on Eucalyptus,10.11158/saa.26.5.7,Oligonychus punicae,Tetranychidae,Arachnida,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,Brazil,South America,NA,More than 5 days,Adult,No,Constant,No,TEMP573_2,TEMP573_A,Longevity,Longevity in days,Female,25,4,21,33,Table 2,NA,NA,NA,182,182,21,49,49,NA,24.65,8.26,25,40,40,NA,18.51,5.88,29,47,47,NA,13.15,3.43,33,46,46,NA,8.1,1.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,18.51,5.88,40,40,Y
Good,TEMP574,54,NA,1C,"Fileto et al, 2010",2010,"Effects of temperature, sestonic algae features, and seston mineral content on cladocerans of a tropical lake",10.1051/limn/2010007,Moina micrura,Moinidae,Branchiopoda,Arthropoda,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP574_1,TEMP574A,Reproduction,Number neonates per clutch,Parthenogenetic,23,3,17,27,Table 2,NA,NA,NA,30,300,17,10,100,NA,6,0.6,23,10,100,NA,6,1,27,10,100,NA,4.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,6,1,100,10,Y
Good,TEMP574,54,NA,1C,"Fileto et al, 2010",2010,"Effects of temperature, sestonic algae features, and seston mineral content on cladocerans of a tropical lake",10.1051/limn/2010007,Moina micrura,Moinidae,Branchiopoda,Arthropoda,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP574_2,TEMP574A,Longevity,Longevity,Parthenogenetic,23,3,17,27,Table 2,NA,NA,NA,30,300,17,10,100,NA,24,4,23,10,100,NA,24,6,27,10,100,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,24,6,100,10,Y
Good,TEMP574,54,NA,1C,"Fileto et al, 2010",2010,"Effects of temperature, sestonic algae features, and seston mineral content on cladocerans of a tropical lake",10.1051/limn/2010007,Daphnia ambigua,Daphniidae,Branchiopoda,Arthropoda,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP574_3,TEMP574B,Reproduction,Number neonates per clutch,Parthenogenetic,23,3,17,27,Table 2,NA,NA,NA,30,300,17,10,100,NA,9.1,3.6,23,10,100,NA,9,3,27,10,100,NA,9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,9,3,100,10,Y
Good,TEMP574,54,NA,1C,"Fileto et al, 2010",2010,"Effects of temperature, sestonic algae features, and seston mineral content on cladocerans of a tropical lake",10.1051/limn/2010007,Daphnia ambigua,Daphniidae,Branchiopoda,Arthropoda,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP574_4,TEMP574B,Longevity,Longevity,Parthenogenetic,23,3,17,27,Table 2,NA,NA,NA,30,300,17,10,100,NA,33,2,23,10,100,NA,31,2,27,10,100,NA,31.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,31,2,100,10,Y
Good,TEMP574,54,NA,1C,"Fileto et al, 2010",2010,"Effects of temperature, sestonic algae features, and seston mineral content on cladocerans of a tropical lake",10.1051/limn/2010007,Bosmina longirostris,Bosminidae,Branchiopoda,Arthropoda,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP574_5,TEMP574C,Reproduction,Number neonates per clutch,Parthenogenetic,23,3,17,27,Table 2,NA,NA,NA,30,300,17,10,100,NA,NA,NA,23,10,100,NA,4.7,2,27,10,100,NA,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4.7,2,100,10,Y
Good,TEMP574,54,NA,1C,"Fileto et al, 2010",2010,"Effects of temperature, sestonic algae features, and seston mineral content on cladocerans of a tropical lake",10.1051/limn/2010007,Bosmina longirostris,Bosminidae,Branchiopoda,Arthropoda,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP574_6,TEMP574C,Longevity,Longevity,Parthenogenetic,23,3,17,27,Table 2,NA,NA,NA,30,300,17,10,100,NA,12,4.8,23,10,100,NA,20,7,27,10,100,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,20,7,100,10,Y
Good,TEMP575,55,NA,1B,"Firake & Khan, 2014",2014,Alternating temperatures affect the performance of Trichogramma species,10.1093/jis/14.1.41,Trichogramma poliae,Trichogrammatidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Egg,No,Constant,No,TEMP575_1,TEMP575A,Reproduction,Eggs per female,Female,27,6,20,40,Figure 3,NA,NA,NA,100,100,20,20,20,NA,125.43,2.59,25,20,20,NA,114.79,3.48,27,20,20,NA,110.92,2.59,30,20,20,NA,90.42,1.74,35,20,20,NA,76.3,0.84,40,20,20,NA,57.15,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,110.92,2.59,20,20,Y
Good,TEMP575,55,NA,1B,"Firake & Khan, 2014",2014,Alternating temperatures affect the performance of Trichogramma species,10.1093/jis/14.1.41,Trichogramma chilonis,Trichogrammatidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Egg,No,Constant,No,TEMP575_10,TEMP575B,Longevity,Longevity,Female,27,6,20,40,Figure 5,NA,NA,NA,100,100,20,20,20,NA,12.68,1.43,25,20,20,NA,12.03,2.32,27,20,20,NA,9.32,1.47,30,20,20,NA,9.3,1.52,35,20,20,NA,8.3,1.47,40,20,20,NA,7.65,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,9.32,1.47,20,20,Y
Good,TEMP575,55,NA,1B,"Firake & Khan, 2014",2014,Alternating temperatures affect the performance of Trichogramma species,10.1093/jis/14.1.41,Trichogramma chilonis,Trichogrammatidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Larval,No,Constant,No,TEMP575_11,TEMP575B,Longevity,Longevity,Female,27,6,20,40,Figure 5,NA,NA,NA,100,100,20,20,20,NA,12.33,1.43,25,20,20,NA,12.04,2.41,27,20,20,NA,9.3,1.65,30,20,20,NA,11.35,1.34,35,20,20,NA,9.65,1.47,40,20,20,NA,8.29,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,9.3,1.65,20,20,Y
Good,TEMP575,55,NA,1B,"Firake & Khan, 2014",2014,Alternating temperatures affect the performance of Trichogramma species,10.1093/jis/14.1.41,Trichogramma chilonis,Trichogrammatidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Pupae,No,Constant,No,TEMP575_12,TEMP575B,Longevity,Longevity,Female,27,6,20,40,Figure 5,NA,NA,NA,100,100,20,20,20,NA,12.34,1.78,25,20,20,NA,11.36,1.34,27,20,20,NA,9.32,1.43,30,20,20,NA,11.7,1.56,35,20,20,NA,10.68,1.47,40,20,20,NA,8.98,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,9.32,1.43,20,20,Y
Good,TEMP575,55,NA,1B,"Firake & Khan, 2014",2014,Alternating temperatures affect the performance of Trichogramma species,10.1093/jis/14.1.41,Trichogramma poliae,Trichogrammatidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Larval,No,Constant,No,TEMP575_2,TEMP575A,Reproduction,Eggs per female,Female,27,6,20,40,Figure 3,NA,NA,NA,100,100,20,20,20,NA,135.49,1.69,25,20,20,NA,119.05,1.69,27,20,20,NA,110.73,4.33,30,20,20,NA,106.47,0.89,35,20,20,NA,91.19,0.89,40,20,20,NA,70.3,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,110.73,4.33,20,20,Y
Good,TEMP575,55,NA,1B,"Firake & Khan, 2014",2014,Alternating temperatures affect the performance of Trichogramma species,10.1093/jis/14.1.41,Trichogramma poliae,Trichogrammatidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Pupae,No,Constant,No,TEMP575_3,TEMP575A,Reproduction,Eggs per female,Female,27,6,20,40,Figure 3,NA,NA,NA,100,100,20,20,20,NA,140.9,2.59,25,20,20,NA,128.52,3.48,27,20,20,NA,110.92,3.48,30,20,20,NA,113.63,2.59,35,20,20,NA,97,2.59,40,20,20,NA,83.65,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,110.92,3.48,20,20,Y
Good,TEMP575,55,NA,1B,"Firake & Khan, 2014",2014,Alternating temperatures affect the performance of Trichogramma species,10.1093/jis/14.1.41,Trichogramma chilonis,Trichogrammatidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Egg,No,Constant,No,TEMP575_4,TEMP575B,Reproduction,Eggs per female,Female,27,6,20,40,Figure 3,NA,NA,NA,100,100,20,20,20,NA,119.78,4.29,25,20,20,NA,112.33,1.69,27,20,20,NA,110.03,4.29,30,20,20,NA,86.9,1.69,35,20,20,NA,74.28,2.54,40,20,20,NA,58.98,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,110.03,4.29,20,20,Y
Good,TEMP575,55,NA,1B,"Firake & Khan, 2014",2014,Alternating temperatures affect the performance of Trichogramma species,10.1093/jis/14.1.41,Trichogramma chilonis,Trichogrammatidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Larval,No,Constant,No,TEMP575_5,TEMP575B,Reproduction,Eggs per female,Female,27,6,20,40,Figure 3,NA,NA,NA,100,100,20,20,20,NA,133.74,4.29,25,20,20,NA,121.31,3.44,27,20,20,NA,110.03,4.29,30,20,20,NA,105.06,1.69,35,20,20,NA,88.81,7.69,40,20,20,NA,70.84,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,110.03,4.29,20,20,Y
Good,TEMP575,55,NA,1B,"Firake & Khan, 2014",2014,Alternating temperatures affect the performance of Trichogramma species,10.1093/jis/14.1.41,Trichogramma chilonis,Trichogrammatidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Pupae,No,Constant,No,TEMP575_6,TEMP575B,Reproduction,Eggs per female,Female,27,6,20,40,Figure 3,NA,NA,NA,100,100,20,20,20,NA,138.33,2.59,25,20,20,NA,125.33,1.69,27,20,20,NA,110.03,5.14,30,20,20,NA,114.43,2.54,35,20,20,NA,95.12,2.45,40,20,20,NA,82.5,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,110.03,5.14,20,20,Y
